Compound Name,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_1470,96.59,657.24,8.26,1.81,0.935,1.51,82.94,44.47,181.46,0.644
Compound_1471,99.89,603.6,5.87,1.65,1.44,2.53,185.93,52.45,207.56,0.056
Compound_1472,88.17,615.78,5.95,1.11,1.174,0.67,283.16,90.51,176.0,0.3434
Compound_1473,92.27,628.71,4.19,1.0,1.441,4.26,194.96,56.83,472.29,0.9324
Compound_1474,99.39,637.61,2.45,1.85,1.179,0.09,65.49,89.93,447.55,0.3573
Compound_1475,97.82,778.1,8.25,1.35,0.879,2.17,164.32,59.58,142.23,0.9914
Compound_1476,84.88,659.57,5.74,1.57,1.108,3.86,179.16,64.87,389.5,0.025
Compound_1477,91.41,865.26,1.16,1.31,1.448,1.77,164.68,98.34,179.73,0.0653
Compound_1478,97.19,860.54,5.25,1.53,1.385,3.69,116.29,11.52,291.88,0.8589
Compound_1479,97.92,886.87,8.92,1.66,1.111,3.87,234.96,58.43,134.93,0.9261
Compound_1480,89.11,709.0,6.67,1.85,0.947,4.18,122.48,26.8,262.56,0.7306
Compound_1481,99.31,842.78,9.46,0.78,0.85,2.79,122.57,84.52,368.8,0.9707
Compound_1482,85.1,745.74,5.51,0.98,1.213,2.22,161.68,42.65,106.77,0.5221
Compound_1483,86.7,600.4,3.77,1.06,1.075,0.66,176.92,72.32,352.07,0.8038
Compound_1484,89.04,755.73,8.29,1.36,1.291,2.17,154.43,78.42,169.93,0.3386
Compound_1485,84.48,707.73,3.07,1.66,1.359,3.93,141.13,98.99,337.54,0.3994
Compound_1486,96.71,818.96,7.74,0.89,1.128,4.31,176.01,71.51,335.17,0.8424
Compound_1487,85.69,772.64,2.11,1.88,1.312,0.21,218.95,47.32,149.64,0.4199
Compound_1488,83.88,724.67,4.46,1.98,1.342,3.04,55.67,93.79,374.49,0.0342
Compound_1489,96.38,660.08,6.21,1.43,1.094,4.45,159.34,16.78,478.66,0.9205
Compound_1490,93.69,740.37,1.84,2.08,0.853,0.34,184.35,24.41,103.09,0.4231
Compound_1491,82.74,648.15,1.69,0.91,1.301,4.04,163.13,55.59,113.06,0.0693
Compound_1492,85.15,763.17,7.66,1.71,1.074,0.59,245.19,42.74,394.42,0.513
Compound_1493,94.77,872.19,9.29,1.57,1.158,1.33,283.95,51.21,151.04,0.4327
Compound_1494,82.54,750.76,6.05,1.18,0.85,4.72,243.34,85.5,246.75,0.7608
Compound_1495,89.71,660.33,2.12,1.19,0.896,4.99,62.3,49.7,280.84,0.3006
Compound_1496,91.43,644.99,8.06,1.16,1.214,3.58,272.26,85.22,343.32,0.3884
Compound_1497,90.06,830.62,8.9,0.71,1.069,3.88,157.91,39.9,264.53,0.6028
Compound_1498,100.0,747.9,2.88,0.83,0.83,2.79,186.14,28.47,378.13,0.7411
Compound_1499,85.18,703.23,9.91,1.25,1.333,2.26,248.34,79.21,367.1,0.8548
Compound_1500,98.78,773.99,3.14,1.3,1.331,3.25,94.45,14.61,373.18,0.2511
Compound_1501,89.99,824.02,6.06,0.67,0.93,1.1,114.47,60.89,301.59,0.2032
Compound_1502,81.35,651.43,9.86,1.44,1.407,4.24,177.88,73.6,177.1,0.6884
Compound_1503,85.45,849.62,1.75,2.05,0.87,4.41,126.05,68.9,295.0,0.3663
Compound_1504,92.91,884.26,1.37,2.34,1.226,4.04,145.97,52.47,447.54,0.4148
Compound_1505,90.69,606.06,2.43,1.78,1.302,2.91,85.83,50.09,242.04,0.4957
Compound_1506,97.41,832.76,1.76,2.28,1.13,3.72,85.01,70.36,194.53,0.4384
Compound_1507,80.34,645.48,1.83,0.98,0.87,3.46,57.26,65.6,156.28,0.9452
Compound_1508,98.66,667.65,6.53,0.56,1.452,2.61,60.81,40.82,130.74,0.3929
Compound_1509,93.4,740.97,4.45,0.74,0.971,0.5,251.87,22.17,338.15,0.3427
Compound_1510,84.52,791.84,5.11,1.3,1.215,2.46,125.87,60.32,367.8,0.0267
Compound_1511,89.32,617.3,2.68,1.62,1.406,4.41,67.49,47.72,333.2,0.1471
Compound_1512,95.31,823.27,9.13,0.52,0.952,4.14,217.65,90.5,122.87,0.597
Compound_1513,91.38,610.7,5.62,1.72,0.934,1.37,210.09,52.15,443.21,0.3424
Compound_1514,85.33,895.46,9.2,0.56,1.34,0.55,56.87,34.63,207.74,0.8193
Compound_1515,94.21,894.48,7.4,1.34,1.289,5.0,227.54,78.55,475.35,0.1137
Compound_1516,94.1,855.24,9.59,0.92,1.153,3.4,111.87,64.04,203.03,0.3335
Compound_1517,88.83,758.76,5.04,1.49,1.009,0.79,61.84,27.64,332.78,0.7861
Compound_1518,83.38,632.57,7.74,1.11,1.466,3.57,131.69,36.06,309.48,0.0791
Compound_1519,82.35,652.76,7.97,1.53,0.807,3.37,155.92,55.98,185.65,0.5518
Compound_1520,99.58,622.03,3.56,0.99,0.974,1.89,254.53,92.16,180.89,0.5429
Compound_1521,92.74,756.55,4.91,0.88,1.142,2.01,248.89,78.72,153.6,0.0885
Compound_1522,98.16,760.65,8.72,0.62,1.169,2.7,265.18,18.78,196.18,0.4065
Compound_1523,97.32,881.66,9.93,2.42,0.804,0.24,86.9,41.4,431.97,0.8927
Compound_1524,83.74,785.9,9.26,1.43,0.872,2.29,143.95,61.99,275.46,0.0173
Compound_1525,99.88,763.06,5.26,2.41,0.909,0.95,252.0,33.47,419.69,0.2715
Compound_1526,80.66,755.1,2.77,2.02,1.249,4.62,245.75,26.27,420.06,0.6417
Compound_1527,93.38,849.68,6.16,1.43,1.246,1.49,95.65,65.49,193.54,0.0799
Compound_1528,80.01,782.5,4.26,2.0,1.063,2.43,151.77,68.55,242.46,0.9638
Compound_1529,98.72,854.41,9.28,1.4,1.176,3.71,224.04,90.16,386.53,0.9979
Compound_1530,86.97,849.9,7.28,1.88,1.028,3.93,275.09,29.67,350.2,0.3921
Compound_1531,99.79,743.65,3.05,1.26,1.258,0.38,200.9,93.81,440.15,0.0677
Compound_1532,99.87,809.62,2.46,0.52,0.92,4.19,55.41,30.98,402.92,0.5861
Compound_1533,95.65,823.85,1.46,2.29,0.959,2.77,211.07,25.18,490.49,0.4882
Compound_1534,81.15,881.18,6.28,1.9,1.168,4.17,58.28,34.15,287.86,0.0766
Compound_1535,94.12,718.1,3.45,0.51,1.304,4.17,148.76,60.78,191.07,0.6222
Compound_1536,80.24,746.59,6.8,2.34,1.067,3.83,199.42,93.43,259.35,0.3191
Compound_1537,97.74,614.77,2.23,0.66,1.39,0.05,265.41,50.61,101.61,0.4016
Compound_1538,83.74,787.32,7.11,1.48,0.828,3.28,260.51,74.83,431.98,0.2005
Compound_1539,97.78,696.66,1.12,2.19,1.459,3.28,107.86,32.66,286.64,0.8978
Compound_1540,82.99,847.79,3.62,2.12,1.444,2.14,141.26,82.2,311.79,0.6844
Compound_1541,92.46,645.87,8.6,0.89,1.453,1.25,233.47,35.62,227.11,0.31
Compound_1542,94.96,767.04,8.95,1.11,1.284,3.76,87.87,46.05,293.13,0.3557
Compound_1543,86.44,805.93,2.94,1.92,1.455,2.83,202.86,16.2,445.79,0.2854
Compound_1544,92.3,893.73,6.36,1.95,1.112,0.3,249.4,13.15,380.26,0.0229
Compound_1545,97.25,647.29,5.63,1.69,1.12,1.7,166.95,38.03,275.25,0.3589
Compound_1546,91.32,671.38,9.9,1.5,0.936,2.39,266.6,11.96,371.82,0.548
Compound_1547,83.39,845.24,4.32,1.09,1.38,3.19,274.56,66.69,396.33,0.8364
Compound_1548,81.09,832.81,6.52,0.64,1.156,0.41,233.99,59.19,481.43,0.1831
Compound_1549,92.12,663.47,6.53,1.95,1.306,4.08,263.39,16.95,237.31,0.6871
Compound_1550,89.97,657.2,5.97,1.31,1.073,4.05,151.9,12.38,123.23,0.8562
Compound_1551,99.21,806.52,4.28,2.38,1.264,4.22,241.46,44.12,291.48,0.1861
Compound_1552,85.84,833.44,9.05,1.95,1.126,0.43,64.24,43.69,285.53,0.6091
Compound_1553,80.13,896.92,4.28,2.2,1.174,0.65,249.39,73.88,310.97,0.5146
Compound_1554,81.75,796.75,9.2,0.69,0.984,4.51,121.09,68.85,313.93,0.5963
Compound_1555,88.32,690.0,1.44,1.99,1.322,3.35,210.91,31.93,108.94,0.8087
Compound_1556,89.82,692.05,1.92,0.63,1.044,4.02,279.68,90.71,468.0,0.9077
Compound_1557,90.54,665.82,8.18,0.93,0.987,1.17,178.75,38.96,161.66,0.4532
Compound_1558,97.48,771.17,8.91,0.89,0.917,2.88,165.83,69.42,417.85,0.7513
Compound_1559,98.85,719.48,2.86,1.6,0.878,1.44,101.97,45.69,144.49,0.0318
Compound_1560,93.14,783.07,7.38,1.82,0.88,1.46,82.38,85.87,398.76,0.2015
Compound_1561,86.83,889.98,6.35,2.1,0.985,1.05,245.98,71.73,372.39,0.5526
Compound_1562,91.27,820.71,3.43,1.21,1.41,1.54,186.58,73.24,499.97,0.4353
Compound_1563,88.56,852.78,8.25,1.96,1.124,1.62,202.18,88.86,453.51,0.1085
Compound_1564,88.57,739.42,9.8,1.86,1.085,0.13,191.35,18.65,433.78,0.7525
Compound_1565,89.21,728.76,9.08,1.08,0.974,4.7,252.31,83.86,178.08,0.1433
Compound_1566,80.52,671.11,7.97,0.98,1.31,1.26,148.82,98.48,197.92,0.3764
Compound_1567,86.02,632.89,5.41,1.26,1.286,4.09,186.06,12.9,347.57,0.0554
Compound_1568,92.33,805.51,2.78,2.14,1.438,4.07,126.28,62.8,465.93,0.3207
Compound_1569,96.4,602.84,1.03,2.02,1.333,3.94,282.51,20.61,192.79,0.9037
Compound_1570,83.54,804.67,5.77,0.67,1.0,2.6,263.09,73.68,348.75,0.496
Compound_1571,85.97,635.77,4.68,0.56,0.948,2.16,154.65,13.99,335.62,0.5497
Compound_1572,81.56,882.95,1.89,2.21,0.8,4.41,54.93,78.2,244.68,0.7382
Compound_1573,88.03,621.27,7.91,0.64,1.445,0.25,169.83,75.07,257.3,0.2172
Compound_1574,95.18,835.29,9.3,1.25,1.154,1.82,114.27,77.59,235.86,0.4281
Compound_1575,88.07,813.8,9.26,1.83,1.13,3.9,210.24,15.45,138.27,0.0379
Compound_1576,89.14,847.76,3.82,1.27,1.437,4.18,216.26,34.01,146.82,0.0161
Compound_1577,82.14,687.78,5.97,0.63,0.895,0.91,208.0,65.42,320.31,0.2505
Compound_1578,87.42,629.01,3.04,2.3,1.486,3.24,279.21,67.85,113.28,0.9968
Compound_1579,81.98,804.79,3.28,1.28,1.252,2.18,112.64,40.1,236.62,0.9593
Compound_1580,95.97,737.56,2.8,2.12,0.91,1.05,141.5,89.23,152.71,0.1222
Compound_1581,89.88,682.92,6.12,1.4,1.104,0.56,85.26,83.9,454.35,0.2347
Compound_1582,82.27,616.03,6.47,1.93,1.061,3.4,228.24,94.18,125.95,0.1923
Compound_1583,81.37,860.4,8.13,1.65,0.859,1.37,124.43,60.47,203.22,0.073
Compound_1584,94.62,689.72,5.07,0.76,1.362,2.83,275.4,54.59,476.57,0.8919
Compound_1585,91.53,880.17,3.91,1.23,0.832,2.95,230.48,79.62,159.93,0.4442
Compound_1586,83.54,798.64,2.42,2.31,0.961,1.46,262.73,51.26,109.6,0.4946
Compound_1587,81.69,895.6,6.29,1.01,1.195,0.38,249.97,93.28,449.78,0.3418
Compound_1588,86.52,610.53,6.86,1.57,1.122,4.54,91.97,10.87,129.33,0.2234
Compound_1589,80.67,750.85,3.83,0.86,1.325,1.02,221.9,41.43,304.73,0.9339
Compound_1590,80.75,750.08,8.69,1.68,0.994,1.99,220.07,90.17,116.43,0.0715
Compound_1591,86.5,669.83,3.38,0.94,0.937,0.65,283.49,22.98,181.76,0.2463
Compound_1592,98.66,826.71,8.11,0.71,1.385,2.04,115.71,61.82,428.87,0.7787
Compound_1593,97.8,878.44,3.14,1.35,0.81,4.4,88.64,87.53,231.75,0.3681
Compound_1594,80.78,698.06,9.0,0.55,1.084,0.16,142.73,25.54,200.89,0.8776
Compound_1595,88.72,682.14,6.3,0.78,0.982,2.73,109.38,71.12,296.6,0.772
Compound_1596,98.96,634.74,4.01,1.14,0.906,4.05,239.97,53.6,315.11,0.0595
Compound_1597,91.11,837.4,6.16,1.03,1.267,1.81,186.22,53.88,252.47,0.7189
Compound_1598,97.68,601.56,9.4,1.52,1.291,4.28,166.78,85.15,171.05,0.1592
Compound_1599,93.15,861.04,9.03,1.79,1.168,1.66,295.0,38.77,397.67,0.532
Compound_1600,92.17,718.04,9.68,1.64,1.456,0.04,193.17,74.55,398.03,0.905
Compound_1601,80.09,600.1,5.25,0.56,1.482,1.11,168.17,15.5,308.82,0.38
Compound_1602,80.89,700.54,4.52,2.48,0.946,2.72,296.83,81.28,497.35,0.9683
Compound_1603,89.79,808.91,1.99,1.38,1.366,2.53,225.67,77.12,201.39,0.8757
Compound_1604,89.2,663.06,8.79,1.34,1.325,2.74,145.47,82.89,333.79,0.3906
Compound_1605,82.19,868.63,1.32,2.23,1.052,3.2,280.55,23.65,326.78,0.7644
Compound_1606,95.15,757.69,6.62,2.02,1.389,3.81,138.5,99.71,273.8,0.0245
Compound_1607,87.25,638.33,2.09,1.06,0.837,3.44,68.5,28.3,137.16,0.0632
Compound_1608,85.36,771.57,9.68,2.25,1.413,0.88,116.23,16.88,411.39,0.0698
Compound_1609,91.13,674.36,3.19,2.48,1.33,4.18,193.0,88.39,358.2,0.9462
Compound_1610,85.63,778.6,7.21,1.29,1.416,4.9,173.44,45.16,288.78,0.8527
Compound_1611,92.91,613.43,5.88,0.53,1.345,1.64,168.0,81.88,118.58,0.1585
Compound_1612,87.96,668.98,4.04,2.5,1.378,4.42,284.26,40.68,218.83,0.2341
Compound_1613,96.6,803.87,3.13,1.25,1.155,2.64,272.18,44.25,463.41,0.4414
Compound_1614,94.93,879.08,9.17,0.61,0.944,2.38,157.89,67.68,477.88,0.1124
Compound_1615,89.04,657.72,9.05,2.43,1.135,0.52,246.32,72.74,241.87,0.8874
Compound_1616,99.52,767.36,6.09,1.1,1.209,2.2,125.55,16.05,201.08,0.1979
Compound_1617,90.84,780.5,6.48,1.28,1.095,4.17,169.06,98.9,275.85,0.6496
Compound_1618,81.01,796.0,8.66,2.38,1.498,1.41,193.84,50.56,325.53,0.1575
Compound_1619,97.12,872.87,5.05,1.06,0.899,3.42,128.06,91.86,368.4,0.6457
Compound_1620,91.19,613.73,9.39,1.76,1.496,2.69,227.53,15.06,352.69,0.7646
Compound_1621,95.57,831.03,3.04,2.45,1.497,0.38,284.11,36.05,375.71,0.3381
Compound_1622,99.36,630.45,5.48,1.36,1.028,3.23,82.76,74.5,492.24,0.8046
Compound_1623,97.2,707.89,3.92,1.53,0.832,4.73,85.95,91.27,133.43,0.8226
Compound_1624,83.04,611.44,7.48,1.06,1.3,2.78,77.2,93.89,280.93,0.7344
Compound_1625,90.02,781.31,3.72,0.9,1.18,2.2,147.53,70.53,376.2,0.0459
Compound_1626,86.77,723.53,1.87,0.97,0.836,4.98,234.14,17.87,108.1,0.7193
Compound_1627,88.78,836.04,9.31,1.7,0.931,3.91,288.95,62.22,372.8,0.3375
Compound_1628,87.63,820.4,9.35,1.76,1.353,0.86,102.99,57.88,170.62,0.635
Compound_1629,85.83,837.46,8.27,1.43,0.927,3.23,298.2,66.03,114.31,0.0173
Compound_1630,86.41,658.74,8.32,2.19,0.981,1.63,109.06,91.75,301.06,0.6561
Compound_1631,88.31,789.3,4.47,1.18,1.244,2.96,123.38,23.44,247.43,0.4152
Compound_1632,92.57,874.36,1.33,0.99,0.936,2.51,157.43,75.61,196.97,0.5945
Compound_1633,97.68,873.2,9.63,2.05,1.434,1.17,99.4,10.58,382.74,0.9375
Compound_1634,83.74,791.08,7.72,2.36,1.253,4.85,136.17,41.49,317.21,0.3835
Compound_1635,80.03,819.53,7.77,1.99,1.042,2.61,139.99,11.44,324.98,0.1238
Compound_1636,81.6,826.65,1.09,2.42,1.161,4.92,64.5,62.52,239.73,0.8435
Compound_1637,87.22,678.15,8.72,1.25,0.812,1.95,213.63,32.89,272.8,0.0567
Compound_1638,91.76,826.89,4.72,1.34,0.862,1.01,88.67,53.35,311.7,0.9489
Compound_1639,81.46,779.96,5.74,1.53,1.411,1.03,60.19,70.5,238.06,0.0176
Compound_1640,85.03,692.8,6.55,0.85,1.089,2.41,164.81,97.65,118.2,0.951
Compound_1641,91.64,838.72,4.87,1.41,1.416,4.48,109.67,27.93,298.49,0.9003
Compound_1642,86.45,795.6,7.37,2.06,1.195,2.01,291.75,65.02,391.43,0.345
Compound_1643,93.4,677.34,3.21,1.93,1.165,3.42,117.36,63.89,277.57,0.597
Compound_1644,85.82,814.64,8.25,1.02,1.01,3.31,223.9,73.37,373.08,0.3928
Compound_1645,87.9,676.45,2.41,1.89,0.865,4.69,256.67,87.18,462.67,0.4086
Compound_1646,96.93,647.42,1.19,2.07,0.852,4.94,218.7,77.81,198.32,0.6739
Compound_1647,80.86,851.35,2.53,1.89,0.957,0.34,170.37,25.24,391.78,0.2376
Compound_1648,86.85,770.23,3.56,1.26,1.371,0.9,70.55,39.55,269.75,0.5427
Compound_1649,87.45,836.97,1.35,1.36,1.068,3.24,291.57,55.93,494.75,0.3022
Compound_1650,80.62,649.7,4.56,1.13,0.868,2.16,134.53,21.04,218.45,0.8864
Compound_1651,86.04,814.19,6.51,1.35,0.967,1.85,198.03,41.57,185.96,0.1165
Compound_1652,97.6,732.09,6.63,1.48,1.411,2.73,170.2,93.21,387.88,0.1115
Compound_1653,83.55,836.14,8.52,1.59,1.188,3.16,159.78,71.22,143.39,0.9613
Compound_1654,95.0,789.35,3.85,0.82,1.087,3.31,208.43,44.44,345.31,0.8137
Compound_1655,80.53,735.19,7.83,1.59,1.256,2.58,297.97,14.92,296.42,0.0914
Compound_1656,83.2,714.91,2.4,2.43,1.463,1.68,209.94,58.04,426.23,0.6274
Compound_1657,80.01,828.95,7.72,1.52,1.432,4.54,180.98,64.72,498.61,0.2988
Compound_1658,86.49,654.83,9.06,1.99,0.874,4.91,232.74,86.55,119.26,0.505
Compound_1659,93.97,762.88,7.0,2.14,1.062,4.24,90.73,34.38,117.34,0.3644
Compound_1660,87.6,841.58,6.88,1.37,1.256,0.26,95.07,66.43,356.55,0.7741
Compound_1661,88.06,816.77,7.16,2.43,0.951,2.76,200.44,99.88,180.47,0.5232
Compound_1662,86.92,757.77,3.09,0.6,1.201,1.68,95.49,39.15,119.71,0.9504
Compound_1663,91.62,844.43,4.81,2.31,1.138,2.87,172.95,76.0,326.66,0.2716
Compound_1664,82.91,781.84,5.4,0.69,1.077,2.57,256.72,16.85,239.4,0.8227
Compound_1665,92.97,686.99,8.61,1.49,1.149,4.88,286.78,42.27,156.23,0.3257
Compound_1666,80.61,606.23,4.56,2.38,1.41,2.56,191.31,10.53,186.2,0.0248
Compound_1667,95.09,643.69,8.82,1.79,0.961,0.79,206.91,91.08,387.34,0.3485
Compound_1668,91.75,693.23,9.99,2.0,1.23,2.12,204.54,40.75,111.55,0.3951
Compound_1669,98.61,787.89,1.76,2.27,0.988,1.22,124.27,61.95,317.88,0.4914
Compound_1670,94.35,694.96,8.04,0.85,1.348,3.32,220.8,53.34,366.8,0.0798
Compound_1671,97.03,616.66,2.34,1.65,1.318,0.38,280.19,97.62,342.38,0.4812
Compound_1672,94.83,698.51,5.44,2.33,1.469,4.64,115.61,30.92,219.07,0.4413
Compound_1673,86.28,712.26,6.59,2.03,1.315,4.07,58.05,14.3,415.75,0.5331
Compound_1674,91.56,615.78,3.3,1.78,1.401,4.58,175.1,59.09,433.22,0.5376
Compound_1675,90.34,871.53,8.11,2.32,0.953,2.62,260.62,20.0,417.86,0.183
Compound_1676,96.16,783.6,2.74,1.45,1.277,3.17,156.81,90.94,307.71,0.5059
Compound_1677,81.25,876.64,2.59,1.56,1.362,1.08,181.84,31.66,403.88,0.5643
Compound_1678,97.12,868.37,6.84,1.95,1.184,1.92,212.03,91.75,266.67,0.3144
Compound_1679,87.77,730.62,1.66,1.5,1.146,2.94,140.71,65.18,451.29,0.9555
Compound_1680,91.67,612.78,9.72,1.91,1.035,0.74,85.85,25.1,118.23,0.9022
Compound_1681,90.82,809.99,8.45,2.08,1.418,4.84,159.77,95.53,389.32,0.0707
Compound_1682,93.64,806.01,9.15,1.25,1.209,0.06,133.02,15.6,308.75,0.8174
Compound_1683,84.13,758.23,2.84,0.74,1.158,0.4,196.84,12.82,142.69,0.55
Compound_1684,91.83,608.7,6.16,2.18,1.306,0.66,198.12,70.5,114.89,0.8553
Compound_1685,98.13,855.14,8.42,1.99,1.243,3.39,251.6,69.62,231.09,0.376
Compound_1686,97.94,605.14,7.29,2.41,1.294,4.97,221.89,13.09,430.8,0.2846
Compound_1687,88.92,693.63,3.42,1.36,1.065,3.17,253.29,36.74,185.49,0.6669
Compound_1688,93.41,870.34,1.14,2.21,1.165,3.11,72.84,48.94,190.92,0.2542
Compound_1689,90.08,843.74,7.69,1.68,1.178,2.14,293.18,60.42,201.59,0.2301
Compound_1690,92.23,756.85,1.07,2.16,1.293,3.31,67.2,42.59,474.15,0.8626
Compound_1691,85.71,647.12,5.04,1.21,1.278,4.83,140.75,15.6,459.05,0.0379
Compound_1692,99.06,799.37,9.48,0.9,0.828,2.44,162.66,39.83,483.06,0.8226
Compound_1693,93.23,648.86,7.61,1.95,1.098,4.62,91.74,34.06,125.29,0.7955
Compound_1694,92.44,694.48,2.47,0.58,0.917,2.27,111.79,33.31,450.23,0.5151
Compound_1695,94.59,610.71,4.29,1.46,0.93,0.6,267.58,94.55,131.52,0.349
Compound_1696,99.17,624.95,6.79,2.44,1.485,2.36,90.69,28.19,455.84,0.9117
Compound_1697,92.16,829.85,7.66,1.82,1.379,3.43,183.5,31.33,397.56,0.4734
Compound_1698,85.9,840.58,7.27,2.37,0.916,3.25,111.06,91.32,139.8,0.6562
Compound_1699,95.82,706.48,9.59,2.2,1.006,0.04,124.16,35.32,455.99,0.9671
Compound_1700,81.41,741.39,5.93,0.69,1.064,1.59,184.01,69.51,381.39,0.1368
Compound_1701,96.26,803.56,9.0,1.4,1.426,4.33,159.6,44.3,473.12,0.7152
Compound_1702,98.56,839.09,6.48,0.73,1.004,4.84,129.86,18.39,383.02,0.734
Compound_1703,85.71,689.3,5.22,0.54,1.353,1.59,263.44,82.24,364.56,0.3249
Compound_1704,90.33,733.45,4.05,2.2,1.138,4.16,76.3,22.69,490.93,0.5878
Compound_1705,90.2,756.95,2.94,1.94,0.859,2.87,192.69,92.28,310.47,0.1371
Compound_1706,91.46,627.4,2.83,0.56,1.159,0.42,167.35,93.97,387.9,0.0774
Compound_1707,84.48,802.1,9.05,0.57,1.369,2.81,186.52,96.2,399.06,0.8501
Compound_1708,87.08,766.31,6.54,1.14,1.199,1.18,85.84,43.66,395.72,0.9162
Compound_1709,89.15,792.85,1.93,2.31,1.198,3.9,248.61,33.08,311.67,0.9605
Compound_1710,81.79,804.91,9.66,1.1,1.403,4.67,236.77,30.82,233.6,0.0358
Compound_1711,96.63,854.88,6.69,1.21,0.854,3.77,231.63,92.13,392.21,0.8287
Compound_1712,94.92,789.21,4.84,2.3,1.256,1.99,70.87,36.16,317.49,0.2756
Compound_1713,84.42,758.22,2.53,2.1,1.139,2.87,86.85,39.21,264.04,0.8082
Compound_1714,95.4,666.89,6.55,0.99,1.492,4.76,190.82,72.9,420.57,0.721
Compound_1715,94.0,887.57,6.37,1.77,1.394,3.35,233.23,31.08,248.51,0.1473
Compound_1716,90.12,736.72,9.97,1.72,1.351,1.67,257.89,65.36,378.8,0.2944
Compound_1717,90.97,790.21,6.3,2.33,1.429,4.85,216.86,97.47,432.99,0.2708
Compound_1718,88.55,671.52,1.04,0.88,0.803,3.6,156.38,38.13,404.69,0.8325
Compound_1719,99.51,792.6,5.15,1.11,0.956,1.06,152.3,99.26,100.34,0.1972
Compound_1720,83.77,815.14,4.17,1.41,0.904,2.02,75.8,57.97,139.18,0.7905
Compound_1721,91.33,817.19,4.77,1.26,0.869,2.62,178.63,52.13,396.21,0.8325
Compound_1722,95.02,643.16,6.6,0.66,1.286,1.91,83.12,87.58,345.6,0.3547
Compound_1723,80.61,761.19,9.31,1.69,1.48,0.68,192.08,81.83,310.22,0.0911
Compound_1724,91.66,783.52,7.56,2.02,1.34,3.32,103.95,46.38,410.45,0.9534
Compound_1725,81.58,760.66,3.81,0.95,1.154,3.03,52.44,80.22,427.95,0.9655
Compound_1726,83.61,778.37,4.84,1.17,1.196,3.91,55.76,97.25,423.95,0.7512
Compound_1727,95.21,716.72,7.76,1.27,1.429,0.89,123.09,59.62,227.68,0.4242
Compound_1728,89.85,856.91,5.71,1.22,0.973,2.04,178.93,77.15,148.42,0.2216
Compound_1729,87.59,708.12,4.53,2.09,1.027,2.51,205.98,30.9,387.48,0.5471
Compound_1730,88.94,842.94,3.19,2.27,1.193,3.05,268.76,83.58,340.62,0.7532
Compound_1731,88.67,764.21,1.56,0.68,1.381,0.3,92.35,81.62,100.46,0.2824
Compound_1732,91.68,778.63,7.99,1.51,1.157,3.63,174.66,64.76,459.11,0.4015
Compound_1733,87.7,601.06,6.52,0.56,1.153,4.02,187.48,34.27,414.47,0.2697
Compound_1734,94.66,783.08,2.53,2.31,0.94,4.95,51.83,33.71,179.94,0.014
Compound_1735,94.65,808.03,8.13,1.01,1.111,3.3,159.94,72.76,353.59,0.1146
Compound_1736,95.62,816.2,6.9,0.81,0.988,1.97,119.98,30.5,422.14,0.6382
Compound_1737,91.31,667.79,9.26,0.88,1.356,4.83,231.77,99.36,360.42,0.2175
Compound_1738,84.08,697.37,1.06,1.86,0.988,4.08,139.79,53.2,486.28,0.2422
Compound_1739,94.43,826.54,2.99,1.5,1.045,3.86,205.62,52.84,411.75,0.2352
Compound_1740,95.07,859.61,8.91,2.07,1.086,4.91,144.9,67.48,164.43,0.9804
Compound_1741,94.08,826.01,1.59,2.03,1.342,3.36,122.98,54.07,144.17,0.4716
Compound_1742,84.88,704.73,2.46,0.96,0.854,4.6,182.6,45.71,314.01,0.6283
Compound_1743,98.44,653.61,3.66,2.45,1.06,0.11,86.91,12.37,495.97,0.2789
Compound_1744,98.47,898.77,6.4,0.57,0.857,2.41,151.54,64.56,275.54,0.9341
Compound_1745,90.69,808.12,9.07,0.79,0.961,0.54,84.91,56.13,228.47,0.4232
Compound_1746,99.65,647.01,5.87,0.7,1.023,2.64,286.66,45.21,125.96,0.3882
Compound_1747,82.91,669.0,6.56,0.63,1.125,3.05,155.46,11.72,494.21,0.3671
Compound_1748,95.57,697.69,5.28,1.28,1.04,0.11,140.01,90.05,376.16,0.1454
Compound_1749,91.82,867.67,7.3,0.8,1.407,1.51,163.52,57.35,440.2,0.9316
Compound_1750,98.59,602.39,9.3,0.61,0.986,2.57,169.98,64.42,291.78,0.9344
Compound_1751,84.81,682.21,9.29,0.65,1.227,3.41,176.39,72.48,169.1,0.8526
Compound_1752,82.8,720.24,1.68,1.59,1.269,4.71,234.83,58.7,473.05,0.4784
Compound_1753,91.22,778.83,4.69,2.18,0.93,2.77,230.56,91.36,453.57,0.5087
Compound_1754,92.86,718.27,5.21,2.31,1.451,4.48,84.59,86.51,479.35,0.3612
Compound_1755,90.37,833.73,6.06,2.49,1.119,3.57,248.15,54.47,442.79,0.5462
Compound_1756,88.23,632.35,4.54,1.97,1.445,1.26,138.81,23.86,376.29,0.9602
Compound_1757,92.82,785.12,5.98,0.68,1.311,3.01,215.37,90.89,413.58,0.7809
Compound_1758,98.54,896.98,6.23,0.72,1.121,3.94,56.93,15.12,126.86,0.731
Compound_1759,90.02,710.67,1.95,1.96,1.025,1.33,213.08,60.31,244.96,0.6415
