Compound Name,Lot,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_493,Lot_1,96.6515,834.5496,6.1265,2.1515,0.8012,1.2667,158.464,30.8271,390.2665,0.9409
Compound_493,Lot_2,94.5427,798.1104,6.3213,2.2335,0.8042,1.3537,162.6761,31.1026,386.4294,0.9539
Compound_493,Lot_3,97.9284,854.3093,6.2791,2.149,0.8364,1.2932,159.9394,29.6235,408.8307,0.8766
Compound_494,Lot_1,88.3873,704.7766,9.8321,1.3257,1.1518,1.6725,270.8763,61.2081,421.5215,0.7815
Compound_494,Lot_2,85.5539,714.5322,9.5292,1.4072,1.1988,1.8457,273.3322,61.234,421.2547,0.7787
Compound_494,Lot_3,88.058,694.0381,9.4521,1.4587,1.1687,1.7404,286.5167,61.1467,419.9645,0.7928
Compound_495,Lot_1,84.4397,711.6591,8.6732,1.2043,1.3081,4.9325,214.0409,77.7862,438.5647,0.8818
Compound_495,Lot_2,88.3693,731.4738,8.97,1.2383,1.3054,4.6374,204.6871,80.0915,428.7583,0.8767
Compound_495,Lot_3,89.0769,716.2278,8.829,1.1925,1.3435,4.8439,208.1035,79.2475,411.6875,0.8661
Compound_496,Lot_1,85.2834,618.1679,4.5893,1.8604,1.0744,3.6881,141.5741,67.5229,175.4249,0.7502
Compound_496,Lot_2,91.8017,642.1226,4.5554,1.8226,1.1211,3.5888,136.5069,65.3233,169.7412,0.7598
Compound_496,Lot_3,86.8834,595.1441,4.7991,1.9192,1.1554,3.6991,133.081,64.4901,170.6605,0.7284
Compound_497,Lot_1,94.3099,693.379,3.745,2.046,1.1481,1.1092,304.8653,75.1136,466.173,0.4127
Compound_497,Lot_2,91.6724,650.2086,3.7789,2.0223,1.1581,1.0266,291.7864,73.8481,492.7905,0.4221
Compound_497,Lot_3,95.2425,672.4742,3.6881,2.0839,1.1944,1.0474,300.882,71.849,480.7758,0.41
Compound_498,Lot_1,90.6042,866.653,5.8037,1.944,0.9887,2.1841,83.5847,28.6875,100.2781,0.0412
Compound_498,Lot_2,87.5624,871.8269,5.8345,1.8384,0.9628,2.2973,78.7314,28.5209,101.6913,0.04
Compound_498,Lot_3,91.5434,901.2077,5.6686,1.9495,0.9997,2.1855,84.6455,29.5823,98.2706,0.04
Compound_499,Lot_1,101.7182,668.1008,7.2235,2.2215,1.2037,0.7485,229.8917,63.597,401.6712,0.7788
Compound_499,Lot_2,95.4272,659.7736,6.9512,2.2316,1.2139,0.7693,223.1417,62.6942,382.8717,0.7913
Compound_499,Lot_3,96.3643,670.3502,7.089,2.2813,1.2442,0.8049,237.0939,65.5977,402.674,0.7976
Compound_500,Lot_1,104.0057,767.8781,4.036,1.7929,0.8616,4.6137,82.8088,39.337,420.4756,0.6262
Compound_500,Lot_2,96.842,750.6068,4.1577,1.7423,0.8395,4.3968,77.2047,39.8249,420.9078,0.595
Compound_500,Lot_3,96.4835,792.7512,3.9946,1.7717,0.827,4.4605,79.5592,39.6272,446.2324,0.6215
Compound_501,Lot_1,88.8312,707.8153,8.7876,1.1316,1.4386,0.4352,252.4465,90.0981,171.2982,0.4286
Compound_501,Lot_2,88.6621,719.5563,9.0614,1.1721,1.3621,0.4516,237.3417,83.2044,173.816,0.4377
Compound_501,Lot_3,88.4812,753.6436,8.3559,1.1772,1.3889,0.4608,233.2018,84.5397,180.3623,0.4511
Compound_502,Lot_1,86.0168,777.5519,5.8557,1.7523,0.9667,1.0128,58.5416,38.9479,312.8112,0.8744
Compound_502,Lot_2,85.9823,828.5866,5.7852,1.837,0.904,1.0346,60.3069,37.2797,310.8043,0.8491
Compound_502,Lot_3,87.008,845.1424,5.8002,1.7067,0.9078,1.047,58.6197,37.364,329.5287,0.8649
Compound_503,Lot_1,91.392,751.0005,9.8444,1.9383,1.3925,2.7505,116.665,14.3769,394.7425,0.1201
Compound_503,Lot_2,94.6034,728.711,9.5661,1.9858,1.4675,2.5291,109.7435,14.4624,387.7066,0.1186
Compound_503,Lot_3,94.7537,708.344,9.7756,1.993,1.3965,2.6798,120.0241,14.2969,406.4104,0.1226
Compound_504,Lot_1,86.8427,725.6978,6.231,1.6963,0.9363,1.9587,204.7862,94.9807,377.0337,0.8913
Compound_504,Lot_2,89.2178,731.1417,6.0099,1.6718,0.9495,1.8958,214.4424,99.5861,404.7729,0.8856
Compound_504,Lot_3,83.9352,732.0434,6.0579,1.7371,0.8857,1.8297,206.6415,94.6565,390.2415,0.8812
Compound_505,Lot_1,96.9602,780.7324,2.7702,1.7889,1.2086,3.1007,176.2191,58.0391,236.7757,0.4982
Compound_505,Lot_2,98.6322,798.5058,2.7547,1.9066,1.195,3.0662,180.4341,56.486,222.4485,0.5315
Compound_505,Lot_3,90.5445,806.4852,2.6089,1.858,1.2208,2.9207,179.318,58.9979,230.0498,0.5081
Compound_506,Lot_1,85.9313,869.8741,2.7276,0.6794,1.0749,3.4061,163.4104,34.9703,323.6446,0.3494
Compound_506,Lot_2,86.7059,861.9374,2.7651,0.6705,1.1188,3.4067,155.1624,34.7146,327.1703,0.3614
Compound_506,Lot_3,79.8854,817.3616,2.5991,0.6584,1.0809,3.3197,165.5779,35.3882,314.9143,0.3596
Compound_507,Lot_1,99.9628,852.1489,5.4436,1.1936,1.3474,0.1814,162.6976,41.4913,459.1989,0.0123
Compound_507,Lot_2,100.1159,856.1127,5.3612,1.1172,1.282,0.1738,170.6645,40.6678,472.2447,0.0122
Compound_507,Lot_3,101.7657,913.0499,5.3712,1.1702,1.2605,0.1732,171.2935,40.216,480.3054,0.0119
Compound_508,Lot_1,87.6689,852.7903,5.146,0.6492,1.448,2.7183,201.8577,31.2953,301.3129,0.435
Compound_508,Lot_2,94.169,821.0846,5.6236,0.6899,1.4664,2.5592,212.2923,31.867,296.9629,0.4402
Compound_508,Lot_3,91.614,794.1767,5.2729,0.6739,1.4096,2.5738,208.7569,30.2394,280.6242,0.4435
Compound_509,Lot_1,82.4558,611.4146,8.8016,0.9955,0.9205,2.4888,233.856,16.1023,331.0179,0.1199
Compound_509,Lot_2,84.6255,601.2578,8.1702,0.9468,0.892,2.5599,245.4324,15.1294,319.1252,0.115
Compound_509,Lot_3,85.1939,644.0766,8.613,0.9626,0.9297,2.4165,254.2547,15.9774,334.7367,0.1202
Compound_510,Lot_1,80.7648,600.8819,8.2772,0.7437,0.7962,2.0968,262.5872,35.0314,279.8211,0.0379
Compound_510,Lot_2,77.5605,620.9361,8.8066,0.7736,0.862,2.2289,253.1837,32.1832,256.5322,0.0403
Compound_510,Lot_3,76.9857,630.5529,8.6908,0.7089,0.8658,2.1948,271.5558,34.9702,260.5496,0.0394
Compound_511,Lot_1,85.7289,794.5435,6.1425,1.2097,0.9912,0.54,148.6325,19.2634,389.1046,0.9748
Compound_511,Lot_2,86.1312,736.9747,6.0387,1.1329,1.0505,0.5233,145.001,18.0333,386.9103,0.9208
Compound_511,Lot_3,86.4829,763.5357,6.2062,1.2164,1.0061,0.5064,137.3767,19.7039,414.7476,0.9943
Compound_512,Lot_1,95.6642,828.1464,6.1614,1.9679,0.971,3.1951,164.175,53.617,390.8327,0.2857
Compound_512,Lot_2,94.8584,901.9349,6.1067,1.8145,0.9825,3.2545,159.9301,53.2302,383.6792,0.27
Compound_512,Lot_3,100.4732,833.2495,6.5345,1.9542,1.035,3.0346,163.1807,55.7665,414.078,0.2711
Compound_513,Lot_1,86.3816,914.4492,1.5009,1.5196,1.4384,2.9301,180.029,31.0076,230.0795,0.8855
Compound_513,Lot_2,87.6571,898.3471,1.5284,1.4533,1.3983,3.1798,186.8767,32.4186,249.083,0.8421
Compound_513,Lot_3,89.4182,909.1817,1.4696,1.4104,1.5074,3.0274,177.3114,32.4768,240.1411,0.8755
Compound_514,Lot_1,95.2187,785.7413,1.9836,0.5052,1.5062,1.8285,194.5261,17.6856,370.1569,0.9715
Compound_514,Lot_2,87.0079,777.2171,1.831,0.5129,1.4717,1.8604,200.5223,17.9255,379.1245,0.913
Compound_514,Lot_3,88.1976,748.3881,1.8908,0.5354,1.4405,1.9303,192.7371,17.2738,377.8608,0.9053
Compound_515,Lot_1,94.4933,645.1926,6.3309,2.0295,1.1284,4.4853,209.6629,88.5531,334.4129,0.1269
Compound_515,Lot_2,96.0185,631.8833,6.4888,1.9631,1.0759,4.6026,203.4951,91.7846,364.0459,0.1372
Compound_515,Lot_3,94.6763,660.5326,6.335,1.9732,1.109,4.6105,212.7202,88.754,351.9671,0.1338
Compound_516,Lot_1,83.6757,675.0183,9.2603,2.0427,1.2483,1.4483,97.1952,78.7533,284.9679,0.2212
Compound_516,Lot_2,84.8734,659.8718,9.6159,2.0732,1.3178,1.5008,96.2608,75.7714,296.0628,0.224
Compound_516,Lot_3,88.2796,654.5327,8.8206,1.954,1.3127,1.4638,93.7476,81.4325,294.2261,0.2171
Compound_517,Lot_1,89.0392,598.1666,3.977,1.4764,0.8836,5.1024,98.2731,21.0946,189.9447,0.741
Compound_517,Lot_2,95.9134,624.5829,3.7718,1.4377,0.9057,5.1326,101.4631,21.6143,174.3801,0.7798
Compound_517,Lot_3,89.6607,586.2408,4.1358,1.4068,0.8716,5.0181,105.5598,20.7827,174.2514,0.7376
Compound_518,Lot_1,84.5001,781.8921,1.2005,0.5793,1.1126,4.2095,272.5762,18.5454,314.8974,0.9397
Compound_518,Lot_2,87.69,764.6347,1.2315,0.5476,1.1192,4.1723,278.1042,17.9629,313.7122,0.8914
Compound_518,Lot_3,92.1338,759.5986,1.2256,0.5433,1.0822,4.017,275.965,17.4784,300.8869,0.8834
Compound_519,Lot_1,85.6464,821.3706,2.1348,2.4337,1.3143,4.6653,229.3757,42.4824,495.5953,0.2701
Compound_519,Lot_2,86.8879,840.0658,2.2101,2.39,1.2926,4.8483,219.0739,40.6046,479.6111,0.2838
Compound_519,Lot_3,85.5701,809.6413,2.2676,2.4829,1.2699,4.9163,216.066,44.5954,482.3439,0.2864
Compound_520,Lot_1,89.1165,771.9965,7.5471,2.3661,0.9081,3.9745,245.3074,15.4169,254.6074,0.2795
Compound_520,Lot_2,87.7648,785.4341,7.7006,2.4447,0.9724,4.1054,240.9969,15.6762,260.7242,0.2796
Compound_520,Lot_3,83.1805,801.6008,7.6207,2.3342,0.9239,4.0296,231.3912,16.0636,255.1996,0.2947
Compound_521,Lot_1,82.5691,911.6777,6.8969,2.0274,1.4649,1.8532,242.2548,47.9573,447.8947,0.1868
Compound_521,Lot_2,84.2329,864.252,6.6255,1.8626,1.5473,1.9604,245.6635,47.8675,465.9641,0.1717
Compound_521,Lot_3,86.9559,932.1073,6.7858,1.8436,1.4423,1.9698,238.3633,48.5933,460.7851,0.1868
Compound_522,Lot_1,98.7284,647.8233,3.9793,1.9625,1.0497,3.1335,155.5688,73.0119,188.207,0.0584
Compound_522,Lot_2,100.9793,684.3419,4.0044,2.0354,1.0938,2.9705,159.2444,77.7043,183.0181,0.0573
Compound_522,Lot_3,98.024,667.8559,3.9347,2.0538,1.0731,3.1629,159.2114,77.0049,181.8249,0.0574
Compound_523,Lot_1,89.1525,729.9365,2.448,1.2153,1.0345,0.2909,191.9852,88.5427,165.3822,0.6075
Compound_523,Lot_2,85.5365,748.044,2.577,1.2397,1.046,0.2842,192.858,86.7907,152.8604,0.5783
Compound_523,Lot_3,88.6509,745.6986,2.4703,1.2231,1.1059,0.2858,195.1656,85.6858,162.2602,0.5892
Compound_524,Lot_1,92.6698,720.1824,7.4068,1.3296,1.144,0.0381,225.6266,72.1588,118.4695,0.386
Compound_524,Lot_2,89.9229,705.6605,7.3387,1.2851,1.0993,0.0396,218.196,67.8777,120.5878,0.3587
Compound_524,Lot_3,89.833,698.6057,7.5339,1.3484,1.1103,0.0389,228.444,67.9531,120.9151,0.3698
Compound_525,Lot_1,96.513,752.2774,5.4204,2.271,1.2795,2.988,241.2983,86.7522,269.4938,0.4906
Compound_525,Lot_2,97.9939,707.9318,5.5641,2.3676,1.3427,2.8657,257.2403,87.4817,271.4819,0.4916
Compound_525,Lot_3,100.0543,733.6615,5.7615,2.3337,1.2376,3.0178,244.0806,87.8055,274.4154,0.4655
Compound_526,Lot_1,89.3573,883.742,7.3624,0.6917,1.3817,2.4164,69.0551,60.7493,267.9333,0.8675
Compound_526,Lot_2,86.9086,884.059,7.1601,0.6833,1.3514,2.5122,69.0645,58.2697,254.662,0.8962
Compound_526,Lot_3,89.7758,931.2729,7.0909,0.642,1.4623,2.3421,68.6785,56.8572,273.8242,0.845
Compound_527,Lot_1,85.7245,850.6825,6.2942,0.5818,1.4492,2.4498,127.3735,52.7406,444.6896,0.2937
Compound_527,Lot_2,83.9878,839.3507,5.9091,0.6266,1.4151,2.5976,126.6838,54.3782,454.0375,0.2983
Compound_527,Lot_3,84.9251,817.5332,5.7895,0.6185,1.532,2.4492,117.8849,52.5928,430.6528,0.3083
Compound_528,Lot_1,81.4564,614.2239,3.6968,2.1346,1.1509,1.1763,89.4108,41.492,470.1174,0.3551
Compound_528,Lot_2,83.6083,623.8926,3.5918,2.0739,1.0824,1.189,89.4577,39.2933,463.276,0.326
Compound_528,Lot_3,85.4645,644.5038,3.7939,1.9654,1.1784,1.1207,95.3317,38.3805,487.5799,0.3457
Compound_529,Lot_1,98.3453,714.1921,2.6373,2.172,1.1221,3.587,302.8111,15.2334,135.353,0.7077
Compound_529,Lot_2,98.1753,762.8361,2.7227,2.3881,1.172,3.6847,310.4595,14.3399,144.8973,0.7393
Compound_529,Lot_3,96.4526,711.6812,2.5355,2.3436,1.1368,3.4521,303.0892,13.9992,143.1433,0.7417
Compound_530,Lot_1,89.6871,632.3732,1.4049,0.5314,1.3307,0.6679,169.0484,67.7227,274.0523,0.0283
Compound_530,Lot_2,83.5421,648.633,1.3506,0.5304,1.406,0.6851,166.5775,66.1517,270.4566,0.0258
Compound_530,Lot_3,86.0099,663.4933,1.415,0.5152,1.3436,0.6431,161.0707,65.2428,264.0564,0.0278
Compound_531,Lot_1,95.8058,586.154,7.8551,2.1757,1.143,2.5494,160.9061,45.5321,476.5138,0.9257
Compound_531,Lot_2,93.2976,584.8545,7.9591,2.3639,1.0878,2.6619,162.7422,43.4667,458.0798,0.8584
Compound_531,Lot_3,92.8195,587.147,7.8159,2.1859,1.103,2.7949,161.2015,45.6198,470.2498,0.8771
Compound_532,Lot_1,83.5245,748.6941,9.4744,2.4326,1.1247,2.3349,122.4883,94.147,161.1111,0.565
Compound_532,Lot_2,88.2399,754.5941,9.5196,2.3568,1.1644,2.186,122.3741,92.0713,151.8727,0.5615
Compound_532,Lot_3,82.7425,803.7417,9.7892,2.4874,1.1977,2.1484,115.097,96.8684,164.6388,0.5891
Compound_533,Lot_1,84.572,659.5072,4.4789,2.4657,0.8559,2.7547,73.1278,24.9657,286.5547,0.5316
Compound_533,Lot_2,81.4989,716.3667,4.578,2.5923,0.8118,2.8745,67.42,22.8103,288.0569,0.5264
Compound_533,Lot_3,85.9055,685.4406,4.7554,2.4604,0.8599,2.8857,71.6142,25.0214,275.0388,0.5063
Compound_534,Lot_1,88.6362,722.9169,1.8677,1.1156,1.454,4.5975,127.4899,62.7717,451.4776,0.0063
Compound_534,Lot_2,88.7285,726.2271,1.6918,1.0897,1.5268,4.7372,137.832,63.5487,461.1788,0.0061
Compound_534,Lot_3,84.8004,705.5583,1.7564,1.1405,1.5367,4.6173,139.9378,62.1333,481.381,0.006
Compound_535,Lot_1,93.8192,868.679,1.7841,0.7931,1.5272,2.6681,56.0301,33.467,269.8558,0.6961
Compound_535,Lot_2,100.9584,890.2745,1.7293,0.8555,1.4339,2.7407,53.6308,32.6106,273.8943,0.7226
Compound_535,Lot_3,100.1731,885.6718,1.776,0.7874,1.4224,2.696,52.5209,31.6701,278.7248,0.71
Compound_536,Lot_1,98.3678,906.2939,3.6702,1.5585,1.1726,2.0766,94.3911,97.2306,443.2572,0.5194
Compound_536,Lot_2,95.9095,911.4422,3.6922,1.5192,1.1757,2.1233,91.0133,95.9609,445.7966,0.4844
Compound_536,Lot_3,95.1896,867.6859,3.6186,1.5962,1.1634,2.0062,89.9408,96.3135,441.257,0.4857
Compound_537,Lot_1,94.6638,682.1473,5.7541,1.8139,1.103,4.9979,196.9853,41.2751,403.0986,0.1784
Compound_537,Lot_2,93.8086,692.0851,5.6808,1.8094,1.1043,5.1756,198.7873,43.2143,404.5475,0.1744
Compound_537,Lot_3,90.3105,670.5489,6.1819,1.8794,1.167,4.9513,208.9898,42.3783,395.3855,0.1748
Compound_538,Lot_1,86.9501,733.22,4.9605,2.0733,1.0901,4.0615,197.7314,41.3614,414.1496,0.2489
Compound_538,Lot_2,86.1261,679.6039,5.1282,2.1107,1.1293,4.1431,186.1828,39.1081,431.7257,0.2306
Compound_538,Lot_3,91.3479,728.0543,4.7953,2.1401,1.0869,3.9893,202.5751,42.2396,417.8877,0.2307
Compound_539,Lot_1,82.0444,752.44,3.3824,0.4957,1.2432,2.6446,160.4816,93.82,343.4213,0.8432
Compound_539,Lot_2,87.0114,728.3432,3.3243,0.5195,1.2541,2.5642,156.9412,97.1844,327.8793,0.8383
Compound_539,Lot_3,88.6147,778.8166,3.4798,0.5296,1.2114,2.5774,166.5674,92.5544,328.3435,0.8544
Compound_540,Lot_1,80.4067,761.376,9.236,1.7073,1.2769,1.8796,71.2578,51.7776,268.0028,0.872
Compound_540,Lot_2,84.7218,767.1636,8.8313,1.7026,1.3437,1.8897,76.6009,52.8478,264.9349,0.897
Compound_540,Lot_3,80.9786,765.5225,8.8668,1.6637,1.3483,1.772,70.9838,53.1647,246.424,0.8434
Compound_541,Lot_1,83.6174,912.3364,9.6779,1.0455,1.0156,4.6467,285.3285,48.6398,228.3629,0.5035
Compound_541,Lot_2,83.898,877.1749,9.293,1.0361,1.0321,4.6959,303.3179,48.3868,228.517,0.5315
Compound_541,Lot_3,87.5873,924.343,9.7393,0.9535,1.042,4.6524,297.9041,51.7574,232.376,0.5021
Compound_542,Lot_1,98.148,710.5505,7.3451,0.5768,0.8383,1.9796,136.7396,37.0133,296.7229,0.3155
Compound_542,Lot_2,92.3702,691.9286,7.9242,0.6035,0.8507,1.9609,139.0777,37.6831,292.7877,0.3148
Compound_542,Lot_3,97.6745,704.3167,7.6905,0.6247,0.8673,2.0125,134.5202,39.2454,299.6475,0.3282
Compound_543,Lot_1,81.8659,706.3372,9.6819,1.3641,1.1438,2.7969,286.4872,32.4311,374.3902,0.7201
Compound_543,Lot_2,85.9673,717.4338,9.515,1.3273,1.1475,2.9874,289.5507,30.4836,362.5574,0.7479
Compound_543,Lot_3,83.5354,687.1985,9.2943,1.2607,1.1297,2.9059,298.0744,30.5032,366.9991,0.7384
Compound_544,Lot_1,89.1543,650.548,6.8216,0.6092,1.2143,3.8648,100.9888,87.1067,113.1344,0.8142
Compound_544,Lot_2,89.8294,653.5221,6.8665,0.6423,1.2736,3.5592,101.7042,83.3827,109.0176,0.8117
Compound_544,Lot_3,93.5281,642.0051,7.2153,0.6568,1.1739,3.6333,101.1431,83.4526,108.1277,0.8427
Compound_545,Lot_1,92.1935,695.5196,2.1185,2.4879,0.8786,0.9889,131.619,69.0452,322.8666,0.1317
Compound_545,Lot_2,89.0642,658.3074,2.1444,2.5265,0.83,0.9524,137.1308,65.0107,310.3339,0.1273
Compound_545,Lot_3,87.9991,658.7769,2.0951,2.4315,0.8188,0.9714,139.9336,64.5908,307.2128,0.1266
Compound_546,Lot_1,83.3442,656.2482,2.9554,1.3517,1.324,1.0881,141.0225,46.4796,475.5209,0.9215
Compound_546,Lot_2,87.2029,665.5522,2.9813,1.2879,1.2704,1.1332,140.5601,45.5909,471.2846,0.924
Compound_546,Lot_3,81.8084,666.5505,3.0628,1.3694,1.3102,1.1294,143.0041,44.5871,474.5648,0.9693
Compound_547,Lot_1,93.0533,666.9471,1.6625,1.0881,0.9504,2.4603,245.699,85.0838,438.0901,0.3526
Compound_547,Lot_2,96.0599,657.5457,1.6873,1.1292,1.011,2.5807,244.1992,84.9716,438.4194,0.3662
Compound_547,Lot_3,95.6152,644.3845,1.5324,1.1106,0.9525,2.6328,236.5064,86.3276,447.2379,0.371
Compound_548,Lot_1,93.5311,671.7256,1.5145,1.8846,0.7961,2.019,127.468,75.3924,387.3846,0.3023
Compound_548,Lot_2,98.2425,704.9324,1.5276,1.8328,0.8444,1.9504,134.7405,75.1522,387.1978,0.3109
Compound_548,Lot_3,98.4161,703.5391,1.5368,1.9711,0.8114,2.1011,133.5017,69.0572,394.8393,0.2913
Compound_549,Lot_1,92.4452,654.8312,4.9804,1.8873,1.3307,5.0635,107.0678,69.5336,335.4751,0.9128
Compound_549,Lot_2,97.589,707.6024,4.81,1.9907,1.3162,4.9691,103.2535,69.8828,343.963,0.9129
Compound_549,Lot_3,95.8512,661.3978,4.8608,1.8715,1.2519,4.8232,103.5804,67.5978,351.9655,0.9443
Compound_550,Lot_1,81.6928,809.4526,6.3202,1.063,1.1086,1.7057,191.8022,90.7891,343.8646,0.6192
Compound_550,Lot_2,86.709,810.7341,6.1346,1.0458,1.1641,1.5967,197.3067,92.3563,326.8071,0.6068
Compound_550,Lot_3,81.0086,840.3727,6.3516,1.0418,1.1388,1.6246,193.1197,88.5409,332.8169,0.6623
Compound_551,Lot_1,93.2013,596.4073,3.1241,1.4158,0.9913,0.8802,173.1351,39.7483,203.2277,0.4841
Compound_551,Lot_2,87.7741,606.9941,3.0473,1.4409,1.0672,0.8997,183.7843,38.6223,197.226,0.4463
Compound_551,Lot_3,93.5832,586.5576,3.244,1.4679,0.9913,0.9207,169.5682,37.3792,209.9019,0.4605
Compound_552,Lot_1,82.8209,849.9236,8.4236,1.8946,0.8745,3.983,252.0165,81.3346,139.9911,0.6158
Compound_552,Lot_2,79.8498,902.2114,9.0385,1.8511,0.833,3.9519,260.9427,81.11,141.2631,0.6493
Compound_552,Lot_3,84.7976,856.8739,8.8344,1.8844,0.85,4.0622,262.3867,78.6702,140.3019,0.6586
Compound_553,Lot_1,94.3279,747.5795,6.7392,1.4242,1.1229,0.1712,199.5749,18.0091,285.5387,0.2995
Compound_553,Lot_2,96.3666,754.2583,6.9865,1.4813,1.13,0.1694,205.8653,17.0817,271.4277,0.3059
Compound_553,Lot_3,94.3563,772.6437,7.1279,1.4166,1.2125,0.1625,219.2419,16.7885,287.1607,0.2832
Compound_554,Lot_1,90.4042,627.7709,7.1718,2.0379,0.9565,0.5099,87.704,85.7155,321.3775,0.4693
Compound_554,Lot_2,95.2686,635.1176,7.0001,2.0578,0.9357,0.5283,88.7844,85.1464,313.7817,0.4875
Compound_554,Lot_3,87.3454,614.0566,7.3764,2.0514,0.9285,0.5224,90.5786,92.4003,316.823,0.4562
Compound_555,Lot_1,80.1746,825.2534,8.8852,2.2225,1.2318,0.3649,76.7933,13.9507,208.7109,0.1384
Compound_555,Lot_2,78.7496,804.5186,9.1396,2.2026,1.2394,0.3729,81.1232,14.3285,210.2041,0.1395
Compound_555,Lot_3,84.7272,833.8025,9.0292,2.0594,1.2015,0.3623,75.6782,13.8067,203.0228,0.1293
Compound_556,Lot_1,84.9664,744.0579,9.7259,1.7964,1.3462,3.561,76.7126,76.1829,211.2388,0.6095
Compound_556,Lot_2,82.9273,730.1719,9.749,1.7319,1.3523,3.5163,74.9738,79.6846,217.7837,0.6113
Compound_556,Lot_3,82.3585,721.3225,9.2361,1.7947,1.4194,3.4695,74.2712,78.5127,208.4456,0.6482
Compound_557,Lot_1,84.9705,867.1836,3.4291,1.0547,1.4126,0.1157,225.9741,76.9779,425.1588,0.9973
Compound_557,Lot_2,84.0689,884.7687,3.4525,1.077,1.4177,0.1155,213.9136,77.8238,416.0878,0.9369
Compound_557,Lot_3,84.5428,894.4141,3.4677,1.0332,1.4573,0.1151,223.3744,72.8533,421.9998,0.9614
Compound_558,Lot_1,102.1107,634.6969,8.3286,1.7217,1.2255,0.6403,220.4018,103.0286,471.1187,0.4325
Compound_558,Lot_2,101.4351,609.4331,8.5054,1.7441,1.2238,0.6128,210.8526,99.5831,478.1512,0.4527
Compound_558,Lot_3,104.4103,594.0382,8.3942,1.7938,1.2912,0.625,203.397,96.587,487.2196,0.4566
Compound_559,Lot_1,79.9536,735.356,8.0456,1.8647,1.1474,0.2722,151.9932,54.099,476.8863,0.6725
Compound_559,Lot_2,77.8481,698.494,8.2807,1.9722,1.0945,0.2759,151.1225,53.6479,459.0548,0.6134
Compound_559,Lot_3,80.2757,700.9977,8.1679,1.8304,1.1665,0.2679,150.4404,50.8789,492.7677,0.6145
Compound_560,Lot_1,88.955,787.3019,1.5706,2.3995,1.0707,2.4384,142.7066,73.7912,356.439,0.7287
Compound_560,Lot_2,83.0818,758.413,1.6079,2.3671,1.0074,2.317,137.7176,74.2003,366.0545,0.7331
Compound_560,Lot_3,83.4201,727.7489,1.5486,2.4044,1.0571,2.4811,137.794,71.5643,346.8138,0.6819
Compound_561,Lot_1,81.8071,708.5241,2.1271,1.7544,0.8357,3.0033,256.4237,91.4361,287.0902,0.4495
Compound_561,Lot_2,86.9604,673.8395,2.1847,1.8845,0.8232,2.9136,264.7238,87.9164,265.6737,0.4662
Compound_561,Lot_3,81.455,674.5808,2.1774,1.84,0.7927,3.0379,278.9344,86.3333,277.2625,0.4698
Compound_562,Lot_1,82.9076,779.3172,8.1073,1.0181,1.145,4.3021,281.7532,32.2248,333.971,0.1962
Compound_562,Lot_2,84.874,774.1155,8.6548,0.96,1.0433,4.1974,264.3859,30.4343,335.6108,0.1957
Compound_562,Lot_3,84.8164,841.218,8.2994,0.9657,1.0604,4.1964,272.1365,31.8021,316.6195,0.1861
Compound_563,Lot_1,81.563,837.1176,8.6859,1.9285,0.824,4.0513,163.8962,40.0556,306.2639,0.0917
Compound_563,Lot_2,85.4551,909.0286,8.1702,2.0644,0.7948,4.0646,159.5016,39.7128,328.0923,0.0953
Compound_563,Lot_3,77.9736,850.0145,8.3293,2.0327,0.8687,4.3854,161.698,39.8297,327.6153,0.0887
Compound_564,Lot_1,99.5552,736.4459,2.6987,0.8438,0.9204,0.2939,200.6841,88.0753,107.9986,0.0478
Compound_564,Lot_2,98.833,798.8324,2.5889,0.9087,0.9729,0.294,192.6527,86.5428,105.3151,0.0499
Compound_564,Lot_3,95.5562,808.0039,2.7116,0.8548,0.9499,0.2842,192.4672,84.7033,101.7784,0.0513
Compound_565,Lot_1,91.7557,868.9835,3.8446,1.2296,1.2252,1.3596,59.3163,76.1231,355.7751,0.5527
Compound_565,Lot_2,89.6441,878.7275,4.042,1.2044,1.2657,1.3681,57.0268,75.2724,354.4645,0.5703
Compound_565,Lot_3,90.4127,885.2942,3.7869,1.1526,1.1614,1.3453,56.0735,73.0814,351.9809,0.5856
Compound_566,Lot_1,97.2105,840.7698,2.884,1.1534,0.8515,0.668,222.3431,84.3195,473.1257,0.644
Compound_566,Lot_2,95.4574,809.3919,2.7674,1.2155,0.912,0.675,224.2353,87.9365,493.4946,0.6274
Compound_566,Lot_3,92.2402,833.2448,2.8593,1.2113,0.9315,0.6815,220.9406,83.2028,480.0522,0.6558
Compound_567,Lot_1,81.9085,663.2388,7.9742,1.6713,1.2349,3.8143,235.9504,86.1141,119.1856,0.7388
Compound_567,Lot_2,85.5312,618.9205,8.6358,1.6045,1.204,3.7712,216.8816,83.4007,128.6044,0.7172
Compound_567,Lot_3,81.2784,617.273,8.4191,1.7007,1.2641,3.7179,229.2491,86.2126,122.7063,0.7385
Compound_568,Lot_1,99.9058,675.1327,6.5775,1.1085,1.4621,0.1651,197.0471,25.9501,388.5642,0.175
Compound_568,Lot_2,99.9002,702.8515,6.6701,1.1418,1.5048,0.1657,192.343,24.0048,403.6603,0.1686
